id,age,gender,income,spending_score,membership_years,purchase_frequency,preferred_category,last_purchase_amount,age_group,customer_category,income_group
600,52,Male,127010,76,8,26,Sports,13.46,Over-fifties,"Great customer",Affluent
601,53,Female,137854,33,10,47,Groceries,523.27,Over-fifties,"Medium customer",Affluent
602,20,Male,145924,64,5,18,Electronics,495.49,"Young adult","Good customer",Affluent
603,33,Female,53219,33,4,47,Clothing,251.23,Over-thirties,"Medium customer","Lower-Mid Income"
604,47,Male,64592,25,4,12,"Home & Garden",237.34,Over-forties,"Bad customer","Middle Income"
605,18,Female,144275,69,9,27,Electronics,141.72,"Young adult","Good customer",Affluent
606,39,Male,48641,45,3,46,"Home & Garden",415.19,Over-thirties,"Medium customer","Lower-Mid Income"
607,30,Male,102200,88,5,47,"Home & Garden",131.84,Over-thirties,"Great customer","Upper-Mid Income"
608,41,Other,67215,34,3,30,"Home & Garden",460.25,Over-forties,"Medium customer","Middle Income"
609,53,Other,96499,29,4,5,Electronics,744.11,Over-fifties,"Medium customer","Upper-Mid Income"
610,23,Female,83912,28,6,31,"Home & Garden",98.32,"Young adult","Medium customer","Middle Income"
611,42,Female,63444,72,4,40,"Home & Garden",166.45,Over-forties,"Good customer","Middle Income"
612,33,Female,38271,39,10,43,Electronics,99.52,Over-thirties,"Medium customer","Lower-Mid Income"
613,60,Other,53295,73,3,5,"Home & Garden",642.3,Seniors,"Good customer","Lower-Mid Income"
614,64,Female,116106,5,1,5,Clothing,25.86,Seniors,"Bad customer","Upper-Mid Income"
615,69,Male,141965,98,5,35,Electronics,616.66,Seniors,"Great customer",Affluent
616,43,Male,38012,55,3,24,Groceries,943.37,Over-forties,"Good customer","Lower-Mid Income"
617,29,Other,83172,51,8,1,Clothing,906.75,"Young adult","Good customer","Middle Income"
618,53,Other,62024,13,2,39,Sports,66.6,Over-fifties,"Bad customer","Middle Income"
619,29,Other,88288,39,5,50,Groceries,803.87,"Young adult","Medium customer","Middle Income"
620,53,Other,50215,92,6,48,Sports,814.52,Over-fifties,"Great customer","Lower-Mid Income"
621,20,Male,122028,40,3,6,Electronics,777.44,"Young adult","Medium customer",Affluent
622,33,Other,102269,26,8,47,Sports,356.67,Over-thirties,"Medium customer","Upper-Mid Income"
623,30,Female,97829,99,4,27,Clothing,320.95,Over-thirties,"Great customer","Upper-Mid Income"
624,59,Other,66196,37,9,44,Clothing,483.66,Over-fifties,"Medium customer","Middle Income"
625,41,Male,36763,50,5,36,"Home & Garden",490.62,Over-forties,"Medium customer","Lower-Mid Income"
626,19,Male,138008,8,9,15,Groceries,116.8,"Young adult","Bad customer",Affluent
627,27,Female,96762,22,3,10,Electronics,551.43,"Young adult","Bad customer","Upper-Mid Income"
628,39,Other,108744,63,2,23,Sports,411.86,Over-thirties,"Good customer","Upper-Mid Income"
629,65,Male,84223,83,7,46,Groceries,971.93,Seniors,"Great customer","Middle Income"
630,64,Female,145746,76,2,48,"Home & Garden",49.06,Seniors,"Great customer",Affluent
631,47,Female,108766,37,7,38,Groceries,640.55,Over-forties,"Medium customer","Upper-Mid Income"
632,29,Female,72125,41,5,31,Sports,507.62,"Young adult","Medium customer","Middle Income"
633,43,Female,97989,14,6,49,Electronics,886.61,Over-forties,"Bad customer","Upper-Mid Income"
634,51,Other,143678,50,8,23,Electronics,916.04,Over-fifties,"Medium customer",Affluent
635,23,Female,122669,15,3,4,Electronics,248.68,"Young adult","Bad customer",Affluent
636,24,Female,93266,20,1,4,Clothing,636.29,"Young adult","Bad customer","Upper-Mid Income"
637,52,Other,85267,6,5,2,"Home & Garden",704.32,Over-fifties,"Bad customer","Middle Income"
638,34,Female,60489,95,3,38,"Home & Garden",304.86,Over-thirties,"Great customer","Middle Income"
639,68,Male,57700,70,8,46,Groceries,178.21,Seniors,"Good customer","Lower-Mid Income"
640,57,Male,97035,28,6,42,"Home & Garden",741.41,Over-fifties,"Medium customer","Upper-Mid Income"
641,59,Other,141667,28,4,5,Sports,204.25,Over-fifties,"Medium customer",Affluent
642,34,Female,114408,38,7,28,Electronics,647.35,Over-thirties,"Medium customer","Upper-Mid Income"
643,64,Female,92888,2,7,50,Sports,84.98,Seniors,"Bad customer","Upper-Mid Income"
644,54,Male,132403,83,3,2,Sports,45.2,Over-fifties,"Great customer",Affluent
645,67,Other,115578,10,1,36,Groceries,646.16,Seniors,"Bad customer","Upper-Mid Income"
646,62,Male,113856,78,6,50,Electronics,720.47,Seniors,"Great customer","Upper-Mid Income"
647,24,Other,122371,11,2,4,Electronics,838.19,"Young adult","Bad customer",Affluent
648,43,Female,67979,49,2,6,Groceries,420.03,Over-forties,"Medium customer","Middle Income"
649,27,Male,147360,96,3,26,Sports,26.1,"Young adult","Great customer",Affluent
650,47,Other,88268,32,8,27,Groceries,686.5,Over-forties,"Medium customer","Middle Income"
651,27,Female,113174,36,3,46,Electronics,499.07,"Young adult","Medium customer","Upper-Mid Income"
652,32,Other,95862,34,6,41,Electronics,65.15,Over-thirties,"Medium customer","Upper-Mid Income"
653,41,Male,140959,35,7,14,"Home & Garden",232.42,Over-forties,"Medium customer",Affluent
654,48,Male,82356,97,1,35,Sports,204.55,Over-forties,"Great customer","Middle Income"
655,45,Other,47989,70,6,9,Groceries,218.77,Over-forties,"Good customer","Lower-Mid Income"
656,33,Other,65142,45,10,42,Clothing,132.6,Over-thirties,"Medium customer","Middle Income"
657,27,Male,81110,44,6,8,Electronics,654.05,"Young adult","Medium customer","Middle Income"
658,61,Male,145578,79,2,34,Clothing,762.06,Seniors,"Great customer",Affluent
659,35,Other,116378,38,10,11,Clothing,79.27,Over-thirties,"Medium customer","Upper-Mid Income"
660,54,Female,89035,14,4,11,Sports,138.81,Over-fifties,"Bad customer","Middle Income"
661,69,Female,34122,50,4,27,Sports,758.44,Seniors,"Medium customer","Lower-Mid Income"
662,66,Other,38652,40,10,7,"Home & Garden",566.59,Seniors,"Medium customer","Lower-Mid Income"
663,30,Female,76658,70,3,32,Groceries,760.27,Over-thirties,"Good customer","Middle Income"
664,56,Other,30492,47,5,6,Groceries,725.26,Over-fifties,"Medium customer","Lower-Mid Income"
665,37,Male,105623,26,5,47,"Home & Garden",94.79,Over-thirties,"Medium customer","Upper-Mid Income"
666,31,Other,85972,62,9,25,Sports,914.63,Over-thirties,"Good customer","Middle Income"
667,29,Female,135394,53,9,36,Clothing,30.13,"Young adult","Good customer",Affluent
668,27,Female,48576,29,7,29,Sports,976.83,"Young adult","Medium customer","Lower-Mid Income"
669,52,Male,87717,79,6,44,Clothing,95.17,Over-fifties,"Great customer","Middle Income"
670,55,Other,59108,36,6,31,"Home & Garden",900.16,Over-fifties,"Medium customer","Lower-Mid Income"
671,34,Male,54274,27,2,17,"Home & Garden",954.46,Over-thirties,"Medium customer","Lower-Mid Income"
672,30,Male,94803,76,6,33,"Home & Garden",596.98,Over-thirties,"Great customer","Upper-Mid Income"
673,47,Female,40790,36,1,4,Clothing,913.84,Over-forties,"Medium customer","Lower-Mid Income"
674,32,Other,41072,14,5,39,Electronics,981.04,Over-thirties,"Bad customer","Lower-Mid Income"
675,64,Female,67704,12,6,17,"Home & Garden",126.15,Seniors,"Bad customer","Middle Income"
676,64,Female,48169,39,5,33,Groceries,451.86,Seniors,"Medium customer","Lower-Mid Income"
677,51,Female,146159,99,7,38,Groceries,808.89,Over-fifties,"Great customer",Affluent
678,63,Other,56374,60,4,45,"Home & Garden",943.5,Seniors,"Good customer","Lower-Mid Income"
679,46,Female,112770,6,10,27,Sports,559.73,Over-forties,"Bad customer","Upper-Mid Income"
680,36,Other,106345,98,7,49,Clothing,55.21,Over-thirties,"Great customer","Upper-Mid Income"
681,49,Other,115974,95,8,22,Electronics,143,Over-forties,"Great customer","Upper-Mid Income"
682,61,Male,136973,27,7,2,Electronics,269.2,Seniors,"Medium customer",Affluent
683,27,Female,89855,54,10,37,"Home & Garden",750.51,"Young adult","Good customer","Middle Income"
684,42,Male,56378,8,9,18,Clothing,880.45,Over-forties,"Bad customer","Lower-Mid Income"
685,37,Male,104041,64,9,49,"Home & Garden",117.52,Over-thirties,"Good customer","Upper-Mid Income"
686,30,Male,115674,78,2,48,Clothing,621.73,Over-thirties,"Great customer","Upper-Mid Income"
687,59,Male,65196,22,2,36,"Home & Garden",625.33,Over-fifties,"Bad customer","Middle Income"
688,30,Male,94970,15,4,11,Sports,250.07,Over-thirties,"Bad customer","Upper-Mid Income"
689,69,Other,45024,38,5,11,Clothing,830.03,Seniors,"Medium customer","Lower-Mid Income"
690,39,Female,141586,50,4,46,Clothing,659.67,Over-thirties,"Medium customer",Affluent
691,53,Other,84686,93,8,1,Groceries,109.54,Over-fifties,"Great customer","Middle Income"
692,23,Male,57558,28,6,23,Electronics,800.78,"Young adult","Medium customer","Lower-Mid Income"
693,28,Female,142450,80,3,22,Groceries,471.87,"Young adult","Great customer",Affluent
694,64,Male,32144,76,2,28,Sports,902.66,Seniors,"Great customer","Lower-Mid Income"
695,45,Male,53474,79,8,21,Electronics,40.32,Over-forties,"Great customer","Lower-Mid Income"
696,61,Male,89720,4,9,8,Groceries,795.49,Seniors,"Bad customer","Middle Income"
697,36,Female,114281,99,7,6,Sports,217.78,Over-thirties,"Great customer","Upper-Mid Income"
698,33,Other,36577,28,4,1,Electronics,612.54,Over-thirties,"Medium customer","Lower-Mid Income"
699,55,Other,53164,64,2,19,Clothing,932.41,Over-fifties,"Good customer","Lower-Mid Income"
700,31,Male,33604,8,5,2,Electronics,984.15,Over-thirties,"Bad customer","Lower-Mid Income"
701,31,Male,148121,34,9,32,Groceries,753.49,Over-thirties,"Medium customer",Affluent
702,26,Female,42499,92,9,50,Electronics,37.57,"Young adult","Great customer","Lower-Mid Income"
703,26,Female,56466,61,3,12,"Home & Garden",358.22,"Young adult","Good customer","Lower-Mid Income"
704,52,Female,58805,14,2,47,Sports,104.35,Over-fifties,"Bad customer","Lower-Mid Income"
705,42,Male,49140,23,9,35,Clothing,400.23,Over-forties,"Bad customer","Lower-Mid Income"
706,29,Female,102972,68,3,39,Clothing,258.09,"Young adult","Good customer","Upper-Mid Income"
707,47,Female,128439,42,5,22,Sports,219.02,Over-forties,"Medium customer",Affluent
708,68,Male,47482,100,9,49,Clothing,170.56,Seniors,"Great customer","Lower-Mid Income"
709,44,Female,118123,40,8,31,Clothing,140.52,Over-forties,"Medium customer","Upper-Mid Income"
710,43,Female,43545,67,5,41,Electronics,179.71,Over-forties,"Good customer","Lower-Mid Income"
711,43,Other,51398,12,4,26,Sports,117.85,Over-forties,"Bad customer","Lower-Mid Income"
712,18,Male,141318,37,6,28,"Home & Garden",428.33,"Young adult","Medium customer",Affluent
713,19,Female,76416,26,6,20,Electronics,385.1,"Young adult","Medium customer","Middle Income"
714,30,Male,100115,54,2,36,Sports,789.67,Over-thirties,"Good customer","Upper-Mid Income"
715,43,Other,67912,71,10,35,Electronics,698.03,Over-forties,"Good customer","Middle Income"
716,48,Female,74273,23,10,46,Sports,626.27,Over-forties,"Bad customer","Middle Income"
717,47,Male,136278,76,10,48,Clothing,233.64,Over-forties,"Great customer",Affluent
718,57,Female,108833,77,3,37,"Home & Garden",623.78,Over-fifties,"Great customer","Upper-Mid Income"
719,21,Female,119226,21,8,50,Sports,772.63,"Young adult","Bad customer","Upper-Mid Income"
720,69,Other,72651,58,5,30,Electronics,103.11,Seniors,"Good customer","Middle Income"
721,27,Male,114848,66,10,38,Groceries,912.58,"Young adult","Good customer","Upper-Mid Income"
722,45,Male,127989,99,1,42,"Home & Garden",683.99,Over-forties,"Great customer",Affluent
723,20,Male,48504,27,3,28,Groceries,658.54,"Young adult","Medium customer","Lower-Mid Income"
724,21,Other,114762,28,3,7,Sports,397.54,"Young adult","Medium customer","Upper-Mid Income"
725,48,Female,108563,3,8,39,Clothing,15.72,Over-forties,"Bad customer","Upper-Mid Income"
726,40,Other,105994,39,9,17,"Home & Garden",347.21,Over-forties,"Medium customer","Upper-Mid Income"
727,18,Other,84764,2,6,49,"Home & Garden",348.51,"Young adult","Bad customer","Middle Income"
728,28,Other,53503,39,5,30,Groceries,591.64,"Young adult","Medium customer","Lower-Mid Income"
729,50,Male,86985,77,8,11,Sports,964.1,Over-fifties,"Great customer","Middle Income"
730,19,Male,85349,77,8,29,"Home & Garden",381.04,"Young adult","Great customer","Middle Income"
731,53,Female,52855,12,5,33,Groceries,444.09,Over-fifties,"Bad customer","Lower-Mid Income"
732,29,Other,66264,85,2,8,Electronics,743.3,"Young adult","Great customer","Middle Income"
733,49,Male,56707,6,8,29,Electronics,604.53,Over-forties,"Bad customer","Lower-Mid Income"
734,23,Other,66886,7,6,40,Electronics,322.64,"Young adult","Bad customer","Middle Income"
735,38,Other,115537,10,7,25,Clothing,632.99,Over-thirties,"Bad customer","Upper-Mid Income"
736,52,Female,130875,76,10,14,Clothing,979.39,Over-fifties,"Great customer",Affluent
737,28,Male,104971,74,4,10,Clothing,297.17,"Young adult","Good customer","Upper-Mid Income"
738,18,Female,136320,52,5,42,Electronics,891.19,"Young adult","Good customer",Affluent
739,61,Male,113380,27,2,17,Electronics,177.5,Seniors,"Medium customer","Upper-Mid Income"
740,62,Female,119083,18,4,28,Electronics,317.78,Seniors,"Bad customer","Upper-Mid Income"
741,50,Female,50944,24,3,36,Electronics,121.22,Over-fifties,"Bad customer","Lower-Mid Income"
742,45,Other,30738,38,7,5,"Home & Garden",144,Over-forties,"Medium customer","Lower-Mid Income"
743,64,Male,132277,81,5,30,Sports,505.24,Seniors,"Great customer",Affluent
744,56,Male,90816,20,10,35,Electronics,808.16,Over-fifties,"Bad customer","Upper-Mid Income"
745,30,Female,64288,93,9,43,Groceries,825.85,Over-thirties,"Great customer","Middle Income"
746,60,Male,34657,99,10,3,Electronics,983.3,Seniors,"Great customer","Lower-Mid Income"
747,26,Male,44725,40,10,17,Groceries,307.42,"Young adult","Medium customer","Lower-Mid Income"
748,57,Female,58696,69,4,29,Groceries,570.87,Over-fifties,"Good customer","Lower-Mid Income"
749,22,Male,73023,30,1,19,"Home & Garden",661.7,"Young adult","Medium customer","Middle Income"
750,41,Other,74985,68,8,21,Electronics,123.96,Over-forties,"Good customer","Middle Income"
751,63,Male,37201,60,6,46,Groceries,90.96,Seniors,"Good customer","Lower-Mid Income"
752,31,Male,85928,10,2,40,"Home & Garden",34.1,Over-thirties,"Bad customer","Middle Income"
753,28,Other,129367,4,1,44,Electronics,559.61,"Young adult","Bad customer",Affluent
754,52,Male,49342,77,7,29,Groceries,622.86,Over-fifties,"Great customer","Lower-Mid Income"
755,61,Male,59583,11,8,27,Clothing,744.56,Seniors,"Bad customer","Lower-Mid Income"
756,30,Female,111050,61,10,32,Electronics,213.88,Over-thirties,"Good customer","Upper-Mid Income"
757,19,Female,129687,78,3,43,"Home & Garden",679.67,"Young adult","Great customer",Affluent
758,35,Male,94896,36,6,4,"Home & Garden",102.23,Over-thirties,"Medium customer","Upper-Mid Income"
759,64,Other,130443,29,1,17,"Home & Garden",835.67,Seniors,"Medium customer",Affluent
760,27,Male,80545,63,6,46,Sports,575.98,"Young adult","Good customer","Middle Income"
761,47,Male,112510,1,2,10,"Home & Garden",618.2,Over-forties,"Bad customer","Upper-Mid Income"
762,57,Male,145190,42,9,8,Sports,971.83,Over-fifties,"Medium customer",Affluent
763,63,Male,115204,12,2,19,"Home & Garden",910.59,Seniors,"Bad customer","Upper-Mid Income"
764,61,Female,116123,96,2,27,Sports,844.95,Seniors,"Great customer","Upper-Mid Income"
765,40,Other,108344,87,2,13,Electronics,892.28,Over-forties,"Great customer","Upper-Mid Income"
766,41,Other,74198,84,1,50,Clothing,60.51,Over-forties,"Great customer","Middle Income"
767,45,Other,62582,1,6,46,Clothing,298.11,Over-forties,"Bad customer","Middle Income"
768,33,Other,92798,80,3,44,Groceries,367.85,Over-thirties,"Great customer","Upper-Mid Income"
769,19,Male,85583,61,5,43,Sports,316.35,"Young adult","Good customer","Middle Income"
770,61,Male,32692,18,8,28,Groceries,709.33,Seniors,"Bad customer","Lower-Mid Income"
771,55,Other,53069,3,10,43,Clothing,777.97,Over-fifties,"Bad customer","Lower-Mid Income"
772,26,Female,79842,78,9,5,Clothing,557.41,"Young adult","Great customer","Middle Income"
773,51,Female,70099,42,7,12,Groceries,481.56,Over-fifties,"Medium customer","Middle Income"
774,52,Male,52167,19,5,50,"Home & Garden",961.55,Over-fifties,"Bad customer","Lower-Mid Income"
775,24,Male,51225,21,6,31,Sports,235.64,"Young adult","Bad customer","Lower-Mid Income"
776,31,Female,123947,25,2,39,Groceries,355.67,Over-thirties,"Bad customer",Affluent
777,19,Other,45781,93,6,43,Sports,412.99,"Young adult","Great customer","Lower-Mid Income"
778,46,Female,78023,83,7,28,Sports,270.15,Over-forties,"Great customer","Middle Income"
779,56,Other,43031,56,2,15,Electronics,830.79,Over-fifties,"Good customer","Lower-Mid Income"
780,65,Other,80686,2,8,30,Sports,491.8,Seniors,"Bad customer","Middle Income"
781,53,Male,147355,10,2,38,"Home & Garden",866.3,Over-fifties,"Bad customer",Affluent
782,22,Male,118840,32,9,9,Electronics,819.14,"Young adult","Medium customer","Upper-Mid Income"
783,39,Other,71987,42,5,35,Clothing,196.61,Over-thirties,"Medium customer","Middle Income"
784,47,Other,64229,74,5,22,Groceries,438.95,Over-forties,"Good customer","Middle Income"
785,45,Female,88366,22,10,24,Electronics,253.64,Over-forties,"Bad customer","Middle Income"
786,30,Male,43192,61,1,27,Sports,614.39,Over-thirties,"Good customer","Lower-Mid Income"
787,57,Other,56547,65,10,43,Groceries,686.83,Over-fifties,"Good customer","Lower-Mid Income"
788,33,Male,38558,71,8,22,"Home & Garden",223.73,Over-thirties,"Good customer","Lower-Mid Income"
789,25,Female,52575,77,5,13,Clothing,112.22,"Young adult","Great customer","Lower-Mid Income"
790,61,Male,96409,66,1,32,Sports,674.93,Seniors,"Good customer","Upper-Mid Income"
791,59,Female,97756,89,6,3,"Home & Garden",318.74,Over-fifties,"Great customer","Upper-Mid Income"
792,18,Other,140475,38,8,7,Sports,442.42,"Young adult","Medium customer",Affluent
793,63,Female,123481,26,1,26,"Home & Garden",386.51,Seniors,"Medium customer",Affluent
794,50,Male,103921,58,2,3,Electronics,687.32,Over-fifties,"Good customer","Upper-Mid Income"
795,33,Female,45432,11,4,42,Electronics,990.34,Over-thirties,"Bad customer","Lower-Mid Income"
796,47,Male,92114,17,7,8,"Home & Garden",997.15,Over-forties,"Bad customer","Upper-Mid Income"
797,47,Male,86651,54,3,49,"Home & Garden",678.41,Over-forties,"Good customer","Middle Income"
798,68,Other,44597,3,1,36,Sports,743.73,Seniors,"Bad customer","Lower-Mid Income"
799,25,Male,107042,27,1,32,Clothing,648.79,"Young adult","Medium customer","Upper-Mid Income"
800,35,Other,114874,40,3,15,Sports,333.55,Over-thirties,"Medium customer","Upper-Mid Income"
801,61,Other,69791,33,8,1,Sports,165.39,Seniors,"Medium customer","Middle Income"
802,51,Male,107033,96,3,42,Groceries,992.17,Over-fifties,"Great customer","Upper-Mid Income"
803,64,Male,127745,72,2,11,Groceries,192.17,Seniors,"Good customer",Affluent
804,59,Female,58656,47,6,6,Groceries,246.07,Over-fifties,"Medium customer","Lower-Mid Income"
805,51,Female,97660,3,7,30,Sports,145.66,Over-fifties,"Bad customer","Upper-Mid Income"
806,49,Male,69864,92,10,25,Groceries,522.78,Over-forties,"Great customer","Middle Income"
807,24,Male,68172,6,1,28,Clothing,445.3,"Young adult","Bad customer","Middle Income"
808,33,Male,127302,43,1,40,Groceries,785.52,Over-thirties,"Medium customer",Affluent
809,46,Other,91845,35,8,49,Electronics,537.23,Over-forties,"Medium customer","Upper-Mid Income"
810,35,Male,83547,27,7,40,Electronics,570.08,Over-thirties,"Medium customer","Middle Income"
811,27,Female,78001,50,5,17,"Home & Garden",117.03,"Young adult","Medium customer","Middle Income"
812,53,Other,76842,73,6,35,"Home & Garden",701.61,Over-fifties,"Good customer","Middle Income"
813,19,Male,68304,9,10,28,Sports,864.57,"Young adult","Bad customer","Middle Income"
814,56,Other,145028,2,10,32,"Home & Garden",849.56,Over-fifties,"Bad customer",Affluent
815,53,Female,58486,87,8,23,"Home & Garden",409.35,Over-fifties,"Great customer","Lower-Mid Income"
816,50,Other,143612,71,9,28,Groceries,372.69,Over-fifties,"Good customer",Affluent
817,37,Female,115734,87,2,50,Groceries,646.4,Over-thirties,"Great customer","Upper-Mid Income"
818,69,Male,129445,32,3,6,"Home & Garden",42.19,Seniors,"Medium customer",Affluent
819,46,Other,58692,2,9,22,"Home & Garden",230.66,Over-forties,"Bad customer","Lower-Mid Income"
820,52,Other,73723,69,10,19,Sports,321.92,Over-fifties,"Good customer","Middle Income"
821,41,Other,37547,72,3,24,Groceries,897.46,Over-forties,"Good customer","Lower-Mid Income"
822,26,Female,34901,31,7,9,Groceries,667.8,"Young adult","Medium customer","Lower-Mid Income"
823,69,Male,85068,54,6,24,Sports,846.68,Seniors,"Good customer","Middle Income"
824,38,Female,81244,57,5,3,"Home & Garden",301.59,Over-thirties,"Good customer","Middle Income"
825,30,Female,121358,16,1,2,Electronics,122.7,Over-thirties,"Bad customer",Affluent
826,48,Male,111795,41,9,17,Groceries,116.19,Over-forties,"Medium customer","Upper-Mid Income"
827,62,Other,88975,58,6,24,Sports,921.21,Seniors,"Good customer","Middle Income"
828,34,Male,43316,72,7,13,Electronics,274.88,Over-thirties,"Good customer","Lower-Mid Income"
829,37,Male,112949,33,8,40,"Home & Garden",424.07,Over-thirties,"Medium customer","Upper-Mid Income"
830,28,Male,136418,17,5,17,"Home & Garden",765.53,"Young adult","Bad customer",Affluent
831,43,Female,76811,26,1,33,"Home & Garden",836.5,Over-forties,"Medium customer","Middle Income"
832,69,Other,81964,22,1,3,"Home & Garden",839.2,Seniors,"Bad customer","Middle Income"
833,43,Female,85487,71,7,49,Sports,625.26,Over-forties,"Good customer","Middle Income"
834,38,Male,101111,98,8,35,Clothing,738.01,Over-thirties,"Great customer","Upper-Mid Income"
835,41,Female,68147,75,2,33,Groceries,553.35,Over-forties,"Good customer","Middle Income"
836,30,Other,42089,29,3,3,"Home & Garden",536.52,Over-thirties,"Medium customer","Lower-Mid Income"
837,69,Female,106629,4,7,9,Groceries,443.22,Seniors,"Bad customer","Upper-Mid Income"
838,57,Male,98928,80,3,33,Electronics,934.98,Over-fifties,"Great customer","Upper-Mid Income"
839,43,Male,90687,9,5,24,Sports,531.25,Over-forties,"Bad customer","Upper-Mid Income"
840,58,Female,68764,96,6,31,Groceries,723.66,Over-fifties,"Great customer","Middle Income"
841,40,Male,125996,64,6,15,Clothing,583.95,Over-forties,"Good customer",Affluent
842,33,Female,96916,23,6,12,Sports,373.49,Over-thirties,"Bad customer","Upper-Mid Income"
843,50,Other,149578,28,2,39,"Home & Garden",839.34,Over-fifties,"Medium customer",Affluent
844,43,Male,140638,62,10,18,"Home & Garden",78.52,Over-forties,"Good customer",Affluent
845,45,Female,57615,30,5,15,Electronics,998.09,Over-forties,"Medium customer","Lower-Mid Income"
846,60,Other,61376,97,8,9,Electronics,793.84,Seniors,"Great customer","Middle Income"
847,22,Male,134801,47,1,49,Groceries,292.92,"Young adult","Medium customer",Affluent
848,60,Other,111784,31,1,14,Clothing,122.12,Seniors,"Medium customer","Upper-Mid Income"
849,56,Female,86142,87,7,8,Sports,291.96,Over-fifties,"Great customer","Middle Income"
850,48,Female,126398,19,1,18,Clothing,311.08,Over-forties,"Bad customer",Affluent
851,51,Other,59566,25,5,22,Groceries,847.03,Over-fifties,"Bad customer","Lower-Mid Income"
852,64,Female,63123,88,1,16,Groceries,330.95,Seniors,"Great customer","Middle Income"
853,22,Other,120644,75,1,4,Clothing,456.11,"Young adult","Good customer",Affluent
854,27,Female,40595,84,6,15,Groceries,268.76,"Young adult","Great customer","Lower-Mid Income"
855,18,Male,30102,35,2,6,Sports,739.27,"Young adult","Medium customer","Lower-Mid Income"
856,45,Other,135627,67,2,46,Groceries,524.16,Over-forties,"Good customer",Affluent
857,19,Female,90561,75,10,23,"Home & Garden",866.23,"Young adult","Good customer","Upper-Mid Income"
858,67,Male,115470,56,4,6,Clothing,151.74,Seniors,"Good customer","Upper-Mid Income"
859,22,Male,62752,2,10,22,Electronics,469.36,"Young adult","Bad customer","Middle Income"
860,22,Male,46866,3,7,46,Electronics,737.44,"Young adult","Bad customer","Lower-Mid Income"
861,21,Other,145884,3,4,25,"Home & Garden",676.93,"Young adult","Bad customer",Affluent
862,20,Male,79899,64,7,46,Clothing,129.9,"Young adult","Good customer","Middle Income"
863,42,Other,77292,73,10,43,Groceries,787.66,Over-forties,"Good customer","Middle Income"
864,41,Male,92371,28,10,48,Electronics,594.96,Over-forties,"Medium customer","Upper-Mid Income"
865,57,Other,106632,26,1,17,Groceries,610.98,Over-fifties,"Medium customer","Upper-Mid Income"
866,22,Male,48068,57,2,24,Electronics,683.02,"Young adult","Good customer","Lower-Mid Income"
867,68,Other,35122,72,6,33,Sports,983.84,Seniors,"Good customer","Lower-Mid Income"
868,51,Other,83467,83,1,19,Clothing,30.88,Over-fifties,"Great customer","Middle Income"
869,49,Female,61376,47,5,16,"Home & Garden",241.25,Over-forties,"Medium customer","Middle Income"
870,57,Other,112212,6,6,44,"Home & Garden",312.64,Over-fifties,"Bad customer","Upper-Mid Income"
871,57,Female,128481,86,10,40,"Home & Garden",727.15,Over-fifties,"Great customer",Affluent
872,63,Male,33546,18,9,31,Sports,191.8,Seniors,"Bad customer","Lower-Mid Income"
873,42,Female,127546,54,1,31,Clothing,484.72,Over-forties,"Good customer",Affluent
874,35,Male,121037,70,1,28,Groceries,304.08,Over-thirties,"Good customer",Affluent
875,25,Female,76606,99,10,32,"Home & Garden",472.4,"Young adult","Great customer","Middle Income"
876,60,Other,120195,68,9,26,Sports,600.21,Seniors,"Good customer",Affluent
877,51,Female,127950,27,3,45,"Home & Garden",412.76,Over-fifties,"Medium customer",Affluent
878,45,Female,51646,61,5,41,"Home & Garden",246.41,Over-forties,"Good customer","Lower-Mid Income"
879,51,Male,80995,68,1,18,Sports,863.54,Over-fifties,"Good customer","Middle Income"
880,59,Other,97355,63,2,22,Groceries,329.18,Over-fifties,"Good customer","Upper-Mid Income"
881,47,Female,133264,93,2,21,Groceries,11.01,Over-forties,"Great customer",Affluent
882,61,Male,49557,22,6,12,Clothing,678.13,Seniors,"Bad customer","Lower-Mid Income"
883,62,Other,97909,100,1,5,"Home & Garden",439.63,Seniors,"Great customer","Upper-Mid Income"
884,50,Female,59695,70,5,6,Clothing,241.99,Over-fifties,"Good customer","Lower-Mid Income"
885,58,Other,149723,70,9,23,Electronics,374.59,Over-fifties,"Good customer",Affluent
886,26,Other,113532,70,7,28,Sports,679.69,"Young adult","Good customer","Upper-Mid Income"
887,60,Male,98882,38,2,28,Groceries,940.14,Seniors,"Medium customer","Upper-Mid Income"
888,29,Male,149973,2,2,19,Groceries,437.1,"Young adult","Bad customer",Affluent
889,33,Other,146269,92,6,10,Sports,486.86,Over-thirties,"Great customer",Affluent
890,60,Other,73059,77,3,31,Clothing,581.15,Seniors,"Great customer","Middle Income"
891,22,Other,87909,19,7,39,Sports,20.52,"Young adult","Bad customer","Middle Income"
892,66,Other,40932,5,1,48,Sports,546.06,Seniors,"Bad customer","Lower-Mid Income"
893,24,Female,60763,92,5,29,"Home & Garden",320.7,"Young adult","Great customer","Middle Income"
894,63,Other,119492,25,8,40,Sports,758.1,Seniors,"Bad customer","Upper-Mid Income"
895,27,Male,128640,3,5,2,"Home & Garden",140.52,"Young adult","Bad customer",Affluent
896,53,Male,137307,34,1,26,Sports,952.12,Over-fifties,"Medium customer",Affluent
897,32,Male,81701,96,9,49,Electronics,77.45,Over-thirties,"Great customer","Middle Income"
898,64,Other,82140,57,3,7,"Home & Garden",97.97,Seniors,"Good customer","Middle Income"
